heroName,abilityName,abilityCatalogName,created,status,detectorFamily,sourceDecision,originalDecision,wikiMatchedName,wikiTarget,wikiType,wikiProps,wikiSourceUrl,reason
Mei,Icing,MeiOWIcing,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Icing,Point target,"Spell Damage, Crowd control / Movement: Dash","Area of Effect, Knockback, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Mei,Wiki marks this as a point-target skillshot or projectile-style ability.
Mei,Icing,MeiOWIcingCancel,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,no_rule_likely,Icing,Point target,"Spell Damage, Crowd control / Movement: Dash","Area of Effect, Knockback, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Mei,Wiki marks this as a point-target skillshot or projectile-style ability.
Mei,Snow Blind,MeiOWSnowBlind,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Snow Blind,Point target,"Spell Damage, Crowd control","Area of Effect, Blind, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Mei,Wiki marks this as a point-target skillshot or projectile-style ability.
Mephisto,Durance of Hate,MephistoDuranceOfHate,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Mephisto,Skull Missile,MephistoSkullMissile,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Muradin,Storm Bolt,MuradinStormBolt,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Muradin,Dwarf Toss,MuradinDwarfToss,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Dwarf Toss,Point target,"Spell Damage / Defensive damage modifier, Movement: Launch","Area of Effect, Armor Clamping, Self-castable",https://heroesofthestorm.fandom.com/wiki/Data:Muradin,Wiki marks this as a point-target skillshot or projectile-style ability.
Nova,Precision Strike,NovaPrecisionStrike,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Nova,Snipe,NovaSnipeStorm,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Orphea,Chomp,OrpheaChomp,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Orphea,Crushing Jaws,OrpheaCrushingJaws,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Orphea,Dread,OrpheaDread,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Orphea,Shadow Waltz,OrpheaShadowWaltz,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Orphea,Lurking Terror,OrpheaLurkingTerror,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Lurking Terror,Point target,Spell Damage / Crowd control,"Area of Effect, Clamping, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Orphea,Wiki marks this as a point-target area ability.
Probius,Disruption Pulse,ProbiusDisruptionPulse,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Probius,Warp Rift,ProbiusWarpRift,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Warp Rift,Point target,Spell damage / Crowd control,"Area of Effect, Slow, Self-castable",https://heroesofthestorm.fandom.com/wiki/Data:Probius,Wiki marks this as a point-target area ability.
Qhira,Grappling Hook,NexusHunterGrapplingHook,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Grappling Hook (Trait),Point target,Spell Damage / Movement: Launch,Skillshot,https://heroesofthestorm.fandom.com/wiki/Data:Qhira,Wiki marks this as a point-target skillshot or projectile-style ability.
Qhira,Revolving Sweep,NexusHunterRevolvingSweep,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Revolving Sweep,Point target,"Spell Damage, Crowd control / Movement: Launch, Status effect","Clamping, Evasion, Knockback, Skillshot, Stun, Untargetable",https://heroesofthestorm.fandom.com/wiki/Data:Qhira,Wiki marks this as a point-target skillshot or projectile-style ability.
Qhira,Revolving Sweep,NexusHunterRevolvingSweepSecondary,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Revolving Sweep,Point target,"Spell Damage, Crowd control / Movement: Launch, Status effect","Clamping, Evasion, Knockback, Skillshot, Stun, Untargetable",https://heroesofthestorm.fandom.com/wiki/Data:Qhira,Wiki marks this as a point-target skillshot or projectile-style ability.
Ragnaros,Explosive Rune,RagnarosBigRagExplosiveRune,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Explosive Rune,Point Target,Spell Damage,"Area of Effect, Clamping",https://heroesofthestorm.fandom.com/wiki/Data:Ragnaros,Wiki marks this as a point-target area ability.
Ragnaros,Lava Wave,RagnarosLavaWaveTargetPoint,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Lava Wave,Point target,Spell Damage / Instant kill,Area of Effect,https://heroesofthestorm.fandom.com/wiki/Data:Ragnaros,Wiki marks this as a point-target skillshot or projectile-style ability.
Ragnaros,Sulfuras Smash,RagnarosBigRagSulfurasSmash,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Sulfuras Smash,Point target,"Spell Damage, Crowd control","Area of Effect, Stun",https://heroesofthestorm.fandom.com/wiki/Data:Ragnaros,Wiki marks this as a point-target area ability.
Ragnaros,Sulfuras Smash,RagnarosSulfurasSmash,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Sulfuras Smash,Point target,"Spell Damage, Crowd control","Area of Effect, Stun",https://heroesofthestorm.fandom.com/wiki/Data:Ragnaros,Wiki marks this as a point-target area ability.
Raynor,Penetrating Round,RaynorPenetratingRound,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Rexxar,Flare,RexxarFlare,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Flare,Point target,"Status effect, Vision","Area of Effect, Revealed",https://heroesofthestorm.fandom.com/wiki/Data:Rexxar,Wiki marks this as a point-target skillshot or projectile-style ability.
Rexxar,Spirit Swoop,RexxarSpiritSwoop,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Spirit Swoop,Point target,"Spell Damage, Crowd control","Clamping, Piercing Skillshot, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Rexxar,Wiki marks this as a point-target skillshot or projectile-style ability.
Sgt. Hammer,Concussive Blast,SgtHammerConcussiveBlast,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_research,Concussive Blast,Point target,"Spell Damage, Crowd Control","Area of Effect, Clamping",https://heroesofthestorm.fandom.com/wiki/Data:Sgt._Hammer,Wiki marks this as a point-target area ability.
Sonya,Ancient Spear,BarbarianAncientSpear,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Sonya,Leap,BarbarianLeap,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Sonya,Cancel Leap,BarbarianCancelLeapArreatCrater,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,no_rule_likely,Leap,Point target,"Spell Damage, Crowd control / Movement: Launch, Status Effect","Area of Effect, Clamping, Stun, Unstoppable",https://heroesofthestorm.fandom.com/wiki/Data:Sonya,Wiki marks this as a point-target skillshot or projectile-style ability.
Stitches,Hook,StitchesHook,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Stitches,Slam,StitchesSlam,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Stukov,Massive Shove,StukovMassiveShove,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Stukov,Weighted Pustule,StukovWeightedPustule,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Sylvanas,Cancel Mind Control,SylvanasMindControlCancel,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,no_rule_likely,Mind Control,Point target,Crowd control,"Clamping, Skillshot, Mind Control, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Sylvanas,Wiki marks this as a point-target skillshot or projectile-style ability.
Sylvanas,Haunting Wave,SylvanasHauntingWave,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Haunting Wave,Point target,"Spell Damage / Movement: Launch, Status effect","Area of Effect, Clamping, Unstoppable",https://heroesofthestorm.fandom.com/wiki/Data:Sylvanas,Wiki marks this as a point-target skillshot or projectile-style ability.
Sylvanas,Mind Control,SylvanasMindControl,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Mind Control,Point target,Crowd control,"Clamping, Skillshot, Mind Control, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Sylvanas,Wiki marks this as a point-target skillshot or projectile-style ability.
Sylvanas,Mind Control,SylvanasMindControlMissile,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Mind Control,Point target,Crowd control,"Clamping, Skillshot, Mind Control, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Sylvanas,Wiki marks this as a point-target skillshot or projectile-style ability.
Sylvanas,Wailing Arrow,SylvanasWailingArrow,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Wailing Arrow,Point target,"Spell Damage, Crowd control","Area of Effect, Clamping, Silence",https://heroesofthestorm.fandom.com/wiki/Data:Sylvanas,Wiki marks this as a point-target skillshot or projectile-style ability.
Sylvanas,Wailing Arrow,SylvanasWailingArrowActivate,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Wailing Arrow,Point target,"Spell Damage, Crowd control","Area of Effect, Clamping, Silence",https://heroesofthestorm.fandom.com/wiki/Data:Sylvanas,Wiki marks this as a point-target skillshot or projectile-style ability.
The Butcher,Hamstring,ButcherHamstring,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Hamstring,Point target,"Spell Damage, Crowd control","AA reset, Area of Effect",https://heroesofthestorm.fandom.com/wiki/Data:The_Butcher,Wiki marks this as a point-target area ability.
The Butcher,Lamb to the Slaughter,ButcherLambToTheSlaughter,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Lamb to the Slaughter,Point target,"Spell Damage, Crowd control","Knockback, Silence",https://heroesofthestorm.fandom.com/wiki/Data:The_Butcher,Wiki marks this as a point-target area ability.
The Lost Vikings,Mortar,LostVikingsLongboatRaidMortar,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Longboat Raid! - Mortar,Point target,Spell Damage,Area of Effect,https://heroesofthestorm.fandom.com/wiki/Data:The_Lost_Vikings,Wiki marks this as a point-target area ability.
Thrall,Feral Spirit,ThrallFeralSpirit,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Thrall,Sundering,ThrallSundering,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Thrall,Sundering,ThrallCancelSundering,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,no_rule_likely,Sundering,Point target,"Spell Damage, Crowd control","Knockback, Piercing Skillshot, Stun",https://heroesofthestorm.fandom.com/wiki/Data:Thrall,Wiki marks this as a point-target skillshot or projectile-style ability.
Tracer,Pulse Bomb,TracerPulseBomb,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Pulse Bomb,Point target,Spell Damage,"Area of Effect, Clamping, Skillshot",https://heroesofthestorm.fandom.com/wiki/Data:Tracer,Wiki marks this as a point-target skillshot or projectile-style ability.
Tychus,Annihilate,TychusOdinAnnihilate,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Commandeer Odin - Annihilate,Point target,Spell Damage,"Area of Effect, Clamping",https://heroesofthestorm.fandom.com/wiki/Data:Tychus,Wiki marks this as a point-target area ability.
Tychus,Frag Grenade,TychusGrenade,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Frag Grenade,Point target,"Spell Damage, Crowd control","Area of Effect, Knockback",https://heroesofthestorm.fandom.com/wiki/Data:Tychus,Wiki marks this as a point-target skillshot or projectile-style ability.
Tychus,Ragnarok Missiles,TychusOdinRagnarokMissilesTargeted,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_research,Commandeer Odin - Ragnarok Missiles,Point target,"Spell Damage, Crowd control","Area of Effect, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Tychus,Wiki marks this as a point-target area ability.
Tyrael,El'druin's Might,TyraelElDruinsMight,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Tyrael,Smite,TyraelSmite,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Tyrael,El'Druin's Might (El'druin's Flash),ElDruinsMightEldruinsFlashMastery,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,El'druin's Might,Point target,"Spell Damage, Crowd control / Movement: Teleport","Area of Effect, Clamping, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Tyrael,Wiki marks this as a point-target skillshot or projectile-style ability.
Tyrande,Lunar Flare,TyrandeLunarFlare,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Tyrande,Sentinel,TyrandeSentinelShot,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Uther,Holy Radiance,UtherHolyRadiance,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Valeera,Sinister Strike,ValeeraSinisterStrike,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Sinister Strike,Point target,Spell Damage / Movement: Dash,"Area of Effect, Clamping",https://heroesofthestorm.fandom.com/wiki/Data:Valeera,Wiki marks this as a point-target skillshot or projectile-style ability.
Valla,Hungering Arrow,DemonHunterHungeringArrow,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Valla,Multishot,DemonHunterMultishot,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Valla,Rain of Vengeance,DemonHunterRainOfVengeance,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Valla,Vault,DemonHunterVault,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Vault,Point target,"Offensive damage modifier, Movement: Dash",Attack Modifier,https://heroesofthestorm.fandom.com/wiki/Data:Valla,Wiki marks this as a point-target skillshot or projectile-style ability.
Varian,Lion's Fang,VarianLionsFang,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Whitemane,Searing Lash,WhitemaneSearingLash,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Searing Lash,Point target,Spell Damage,Area of Effect,https://heroesofthestorm.fandom.com/wiki/Data:Whitemane,Wiki marks this as a point-target area ability.
Xul,Bone Spear,NecromancerBoneSpear,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Zagara,Baneling Barrage,ZagaraBanelingBarrage,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Zagara,Infested Drop,ZagaraInfestedDrop,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Zarya,Expulsion Zone,ZaryaExpulsionZone,no,candidate_not_created,area_position_overlap,rule_candidate_existing_detector,needs_triage,Expulsion Zone,Point target,"Spell Damage, Crowd control","Area of Effect, Clamping, Knockback, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Zarya,Wiki marks this as a point-target area ability.
Zarya,Particle Grenade,ZaryaParticleGrenade,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_research,Particle Grenade,Point target,Spell Damage,"Area of Effect, Clamping",https://heroesofthestorm.fandom.com/wiki/Data:Zarya,Wiki marks this as a point-target skillshot or projectile-style ability.
Zeratul,Singularity Spike,ZeratulSingularitySpike,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Singularity Spike,Point target,"Spell Damage, Crowd control","Clamping, Skillshot, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Zeratul,Wiki marks this as a point-target skillshot or projectile-style ability.
Zeratul,Singularity Spike,ZeratulSingularitySpikeMightOfTheNerazim,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Singularity Spike,Point target,"Spell Damage, Crowd control","Clamping, Skillshot, Slow",https://heroesofthestorm.fandom.com/wiki/Data:Zeratul,Wiki marks this as a point-target skillshot or projectile-style ability.
Zul'jin,Ensnare,ZuljinEnsnare,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Zul'jin,Grievous Throw,ZuljinGrievousThrow,yes,created,directional_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Zul'jin,Guillotine,ZuljinGuillotine,yes,created,area_position_overlap,implemented,implemented,,,,,,A versioned skillshot landing rule already exists.
Zul'jin,Twin Cleave,ZuljinTwinCleave,no,candidate_not_created,directional_position_overlap,rule_candidate_existing_detector,needs_triage,Twin Cleave,Point target,Spell Damage,"Area of Effect, Clamping",https://heroesofthestorm.fandom.com/wiki/Data:Zul'jin,Wiki marks this as a point-target skillshot or projectile-style ability.
